Geo Point;Geo Shape;Numéro Opération;Adresse (Dénomination opération);Année du financement/agrément;Bailleur social;Nombre total de logements financés;dont nombre de logements PLA I;dont nombre de logements PLUS;dont nombre de logements PLUS CD;dont nombre de logements PLS;Mode de réalisation;Commentaires;Arrondissements;Nature de programme;Coord_X_LB93;Coord_Y_LB93
48.8993105932, 2.38770865055;"{""type"": ""Point"", ""coordinates"": [2.387708650549436, 48.89931059315449]}";3110.0;18, AVENUE DE LA PORTE DE LA VILLETTE;2017;LOGIS.TR.;112;0;90;0;22;construction neuve;;19;résidence pour étudiants;655111.169;6866763.625
48.8315429681, 2.33488265689;"{""type"": ""Point"", ""coordinates"": [2.334882656893578, 48.83154296810021]}";3111.0;26, RUE DE LA TOMBE ISSOIRE;2017;LOGIS.TR.;27;0;2;0;25;construction neuve;;14;logement familial;651174.96;6859259.736
48.8373224082, 2.27844063275;"{""type"": ""Point"", ""coordinates"": [2.278440632754771, 48.83732240815843]}";3115.0;104, RUE BALARD;2017;PARIS HAB;1;1;0;0;0;acquisition réhabilitation;;15;logement familial;647037.638;6859938.722
48.8717502731, 2.38938590136;"{""type"": ""Point"", ""coordinates"": [2.389385901362241, 48.87175027309163]}";3118.0;124, RUE DES COURONNES;2017;PARIS HAB;1;0;0;0;1;acquisition réhabilitation;;20;logement familial;655210.432;6863698.114
48.8750446385, 2.33908807444;"{""type"": ""Point"", ""coordinates"": [2.339088074435538, 48.87504463851191]}";3125.0;19-21, RUE DE LA VICTOIRE;2017;PARIS HAB;16;5;6;0;5;acquisition conventionnement;;9;logement familial;651524.151;6864094.129
48.8738508342, 2.36229713245;"{""type"": ""Point"", ""coordinates"": [2.362297132452641, 48.873850834203544]}";3133.0;44BIS RUE LUCIEN SAMPAIX;2017;PARIS HAB;2;1;1;0;0;construction neuve;;10;logement familial;653225.354;6863947.388
48.8710963198, 2.35696377852;"{""type"": ""Point"", ""coordinates"": [2.356963778515707, 48.8710963197552]}";3138.0;60-62 RUE DU FAUBOURG SAINT MARTIN;2017;PARIS HAB;5;2;2;0;1;construction neuve;;10;logement familial;652831.674;6863644.278
48.881209261, 2.34638369422;"{""type"": ""Point"", ""coordinates"": [2.346383694215316, 48.88120926097135]}";3141.0;71 RUE DE ROCHECHOUART;2017;PARIS HAB;28;8;12;0;8;acquisition conventionnement;;9;logement familial;652064.924;6864775.14
48.8358323932, 2.30953120926;"{""type"": ""Point"", ""coordinates"": [2.309531209260086, 48.83583239319692]}";3145.0;10-14, RUE LABROUSTE;2017;RES.L.F.;22;0;0;0;22;construction neuve;;15;logement familial;649318.174;6859752.645
48.8833317056, 2.36169667146;"{""type"": ""Point"", ""coordinates"": [2.361696671457686, 48.88333170559888]}";3160.0;20, RUE PHILIPPE DE GIRARD;2017;RIVP;11;3;4;0;4;construction neuve;;10;logement familial;653189.834;6865001.956
48.8939878648, 2.32292674712;"{""type"": ""Point"", ""coordinates"": [2.322926747120694, 48.893987864801005]}";3178.0;7 RUE LANTIEZ;2017;RIVP;31;16;15;0;0;acquisition réhabilitation;;17;logement familial;650356.858;6866210.54
48.8297767869, 2.35895019762;"{""type"": ""Point"", ""coordinates"": [2.358950197622386, 48.82977678686253]}";3186.0;67-69 AVENUE EDISON;2017;RRP;2;0;0;0;2;construction neuve;;13;logement familial;652940.08;6859048.744
48.8962913507, 2.37114483715;"{""type"": ""Point"", ""coordinates"": [2.371144837154109, 48.89629135066005]}";3189.0;198 RUE D'AUBERVILLIERS TRIANGLE EOLE EVANGILE;2017;SABLIERE;159;80;79;0;0;construction neuve;;19;foyer pour jeunes travailleurs ou résidence pour jeunes;653894.18;6866437.442
48.8962913507, 2.37114483715;"{""type"": ""Point"", ""coordinates"": [2.371144837154109, 48.89629135066005]}";3190.0;198 RUE D'AUBERVILLIERS TRIANGLE EOLE EVANGILE;2017;SABLIERE;16;4;8;0;4;construction neuve;;19;logement familial;653894.18;6866437.442
48.8924675086, 2.35960017384;"{""type"": ""Point"", ""coordinates"": [2.359600173838835, 48.89246750859618]}";3193.0;31, RUE DE LA CHAPELLE (FOYER CHAPELLE);2017;SABLIERE;63;38;25;0;0;acquisition réhabilitation;;18;résidence sociale pour démuni;653044.329;6866019.052
48.8600718837, 2.36245925923;"{""type"": ""Point"", ""coordinates"": [2.362459259227295, 48.86007188371402]}";3210.0;10-12, RUE DES COUTURES SAINT GERVAIS;2017;AXIMO;1;0;1;0;0;acquisition conventionnement;;3;logement familial;653224.875;6862415.177
48.855827389, 2.3354968305;"{""type"": ""Point"", ""coordinates"": [2.335496830503067, 48.85582738904953]}";3219.0;16 RUE VISCONTI;2017;AXIMO;2;0;2;0;0;acquisition conventionnement;;6;logement familial;651242.768;6861959.536
48.8552417531, 2.33489395257;"{""type"": ""Point"", ""coordinates"": [2.334893952566929, 48.855241753053505]}";3224.0;26 RUE JACOB;2017;AXIMO;1;0;1;0;0;acquisition conventionnement;;6;logement familial;651197.985;6861894.791
48.8562931581, 2.33595262225;"{""type"": ""Point"", ""coordinates"": [2.335952622253264, 48.856293158131244]}";3230.0;5-7 RUE DES BEAUX ARTS;2017;AXIMO;8;3;5;0;0;acquisition conventionnement;;6;logement familial;651276.646;6862011.044
